"Notes"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	"ICD-10 130 Cause List (Infants)"	"ICD-10 130 Cause List (Infants) Code"	"Age of Mother"	"Age of Mother Code"	"Year of Death"	"Year of Death Code"	"State"	"State Code"	Deaths	Births	Death Rate
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Colorado"	"08"	13	5384	2.41 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Florida"	"12"	45	15147	2.98
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Georgia"	"13"	24	9172	2.62
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Illinois"	"17"	29	11206	2.59
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Indiana"	"18"	23	10331	2.24
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Kansas"	"20"	16	4382	3.65 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Kentucky"	"21"	13	7257	1.79 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Louisiana"	"22"	12	5303	2.26 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Maryland"	"24"	10	4218	2.37 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Massachusetts"	"25"	11	4785	2.30 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Michigan"	"26"	36	12722	2.84
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Minnesota"	"27"	10	7538	1.33 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Missouri"	"29"	12	9065	1.33 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"New Jersey"	"34"	14	5645	2.49 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"New York"	"36"	31	14485	2.14
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"North Carolina"	"37"	23	10318	2.23
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Ohio"	"39"	41	16043	2.56
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Oklahoma"	"40"	17	5238	3.25 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Oregon"	"41"	20	4510	4.43
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Pennsylvania"	"42"	45	14339	3.14
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"South Carolina"	"45"	12	5405	2.22 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Tennessee"	"47"	20	8979	2.23
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Texas"	"48"	38	20317	1.85
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Utah"	"49"	20	6627	3.02
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Virginia"	"51"	21	8298	2.55
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Washington"	"53"	16	7938	2.02 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2017"	"2017"	"Wisconsin"	"55"	13	7599	1.71 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Alabama"	"01"	15	5904	2.54 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"California"	"06"	22	15846	1.41
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Colorado"	"08"	13	5012	2.60 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Florida"	"12"	30	14783	2.03
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Georgia"	"13"	13	8832	1.47 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Illinois"	"17"	36	10997	3.27
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Indiana"	"18"	32	10291	3.15
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Iowa"	"19"	12	5357	2.24 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Kansas"	"20"	10	4246	2.36 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Kentucky"	"21"	18	7044	2.59 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Massachusetts"	"25"	11	4321	2.56 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Michigan"	"26"	26	12618	2.07
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Minnesota"	"27"	15	7278	2.06 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Missouri"	"29"	18	9096	1.99 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"New York"	"36"	20	14069	1.43
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"North Carolina"	"37"	20	10127	1.97
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Ohio"	"39"	46	15870	2.91
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Oklahoma"	"40"	18	5140	3.54 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Pennsylvania"	"42"	31	13959	2.23
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"South Carolina"	"45"	13	5366	2.42 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Tennessee"	"47"	21	8810	2.38
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Texas"	"48"	44	19736	2.23
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Utah"	"49"	18	6298	2.87 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Virginia"	"51"	19	8037	2.36 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Washington"	"53"	12	7428	1.62 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2018"	"2018"	"Wisconsin"	"55"	17	7398	2.30 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Alabama"	"01"	11	5773	1.91 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Arizona"	"04"	11	5258	2.18 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Arkansas"	"05"	10	3795	2.64 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"California"	"06"	27	15167	1.80
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Florida"	"12"	36	14094	2.56
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Georgia"	"13"	18	8758	2.06 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Illinois"	"17"	21	10248	2.06
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Indiana"	"18"	21	9998	2.12
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Kentucky"	"21"	12	7041	1.71 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Michigan"	"26"	29	11820	2.47
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Missouri"	"29"	20	8743	2.30
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"New York"	"36"	25	13505	1.86
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"North Carolina"	"37"	19	9707	1.96 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Ohio"	"39"	41	15357	2.67
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Oklahoma"	"40"	12	4929	2.45 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Pennsylvania"	"42"	33	13348	2.47
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Tennessee"	"47"	19	8411	2.26 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Texas"	"48"	44	19115	2.32
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Virginia"	"51"	16	7598	2.11 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2019"	"2019"	"Wisconsin"	"55"	18	7173	2.51 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Alabama"	"01"	12	3853	3.11 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Arizona"	"04"	13	5212	2.55 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"California"	"06"	43	21666	1.99
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Colorado"	"08"	14	5816	2.41 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Connecticut"	"09"	14	4068	3.44 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Florida"	"12"	27	12546	2.15
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Georgia"	"13"	15	8266	1.83 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Illinois"	"17"	30	13720	2.22
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Indiana"	"18"	14	7223	1.96 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Kansas"	"20"	12	3371	3.56 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Maryland"	"24"	14	5449	2.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Massachusetts"	"25"	16	8970	1.80 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Michigan"	"26"	35	10892	3.23
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Minnesota"	"27"	19	7403	2.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Missouri"	"29"	18	6535	2.78 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Nebraska"	"31"	10	2451	4.08 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"New Jersey"	"34"	22	9827	2.26
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"New York"	"36"	46	19050	2.42
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"North Carolina"	"37"	24	9312	2.58
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Ohio"	"39"	36	13484	2.65
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Oregon"	"41"	11	4142	2.66 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Pennsylvania"	"42"	44	14762	2.99
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Tennessee"	"47"	19	5993	3.18 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Texas"	"48"	27	16482	1.63
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Virginia"	"51"	29	8387	3.47
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Washington"	"53"	11	6903	1.59 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2007"	"2007"	"Wisconsin"	"55"	11	7289	1.51 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Alabama"	"01"	10	3927	2.55 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Arizona"	"04"	10	5141	1.99 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"California"	"06"	33	21758	1.52
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Connecticut"	"09"	16	4063	3.94 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Florida"	"12"	20	12585	1.59
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Georgia"	"13"	17	7665	2.25 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Illinois"	"17"	39	13818	2.80
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Indiana"	"18"	18	7269	2.48 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Iowa"	"19"	10	3898	2.57 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Kansas"	"20"	10	3424	2.92 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Kentucky"	"21"	15	4669	3.25 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Maryland"	"24"	16	5187	3.10 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Massachusetts"	"25"	19	8785	2.17 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Michigan"	"26"	26	10765	2.43
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Minnesota"	"27"	12	7672	1.56 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Missouri"	"29"	11	6604	1.68 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"New Jersey"	"34"	13	9536	1.38 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"New York"	"36"	33	18516	1.79
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"North Carolina"	"37"	22	9277	2.38
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Ohio"	"39"	35	13118	2.70
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Pennsylvania"	"42"	45	14499	3.11
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"South Carolina"	"45"	15	3864	3.88 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Texas"	"48"	45	16607	2.72
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Virginia"	"51"	19	8338	2.30 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Washington"	"53"	16	7089	2.26 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2008"	"2008"	"Wisconsin"	"55"	14	7270	1.93 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Arizona"	"04"	13	5085	2.58 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"California"	"06"	44	21572	2.02
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Colorado"	"08"	14	6018	2.33 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Florida"	"12"	31	12095	2.57
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Georgia"	"13"	11	7525	1.47 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Illinois"	"17"	40	13999	2.86
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Indiana"	"18"	20	7276	2.79
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Kentucky"	"21"	15	4755	3.23 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Massachusetts"	"25"	18	8727	2.07 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Michigan"	"26"	23	10766	2.15
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Missouri"	"29"	16	6831	2.35 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"New Jersey"	"34"	15	9456	1.62 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"New York"	"36"	48	18767	2.54
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"North Carolina"	"37"	18	8918	2.02 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Ohio"	"39"	38	13118	2.92
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Oregon"	"41"	13	4280	3.04 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Pennsylvania"	"42"	30	14548	2.07
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"South Carolina"	"45"	13	3943	3.30 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Tennessee"	"47"	16	5928	2.70 (Unreliable)
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Texas"	"48"	34	16881	2.00
	"White"	"2106-3"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2009"	"2009"	"Utah"	"49"	14	5529	2.56 (Unreliable)
