"Notes"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	"ICD-10 130 Cause List (Infants)"	"ICD-10 130 Cause List (Infants) Code"	"Age of Mother"	"Age of Mother Code"	"Year of Death"	"Year of Death Code"	"State"	"State Code"	Deaths	Births	Death Rate
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Ohio"	"39"	22	3395	6.50
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Pennsylvania"	"42"	19	2455	7.77 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"South Carolina"	"45"	12	2421	4.96 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Tennessee"	"47"	12	2497	4.81 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Texas"	"48"	39	6145	6.30
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Virginia"	"51"	10	2599	3.85 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Alabama"	"01"	17	2908	5.85 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Arkansas"	"05"	11	1226	8.98 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"California"	"06"	11	2612	4.27 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Florida"	"12"	32	5684	5.63
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Georgia"	"13"	30	5706	5.27
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Illinois"	"17"	23	3306	6.98
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Louisiana"	"22"	14	3447	4.08 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Maryland"	"24"	12	1975	6.08 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Michigan"	"26"	20	3030	6.64
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Mississippi"	"28"	11	2650	4.15 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"New York"	"36"	15	3013	5.01 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"North Carolina"	"37"	27	3856	7.00
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Ohio"	"39"	32	3406	9.40
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Pennsylvania"	"42"	14	2326	6.02 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"South Carolina"	"45"	19	2423	7.84 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Tennessee"	"47"	27	2530	10.70
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Texas"	"48"	30	6125	4.82
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Virginia"	"51"	12	2538	4.74 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Alabama"	"01"	18	2510	7.17 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"California"	"06"	28	4066	6.82
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Florida"	"12"	38	6689	5.68
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Georgia"	"13"	45	6445	7.03
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Illinois"	"17"	30	3751	8.13
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Indiana"	"18"	13	1306	10.05 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Louisiana"	"22"	20	3148	6.22 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Maryland"	"24"	34	3374	10.08
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Michigan"	"26"	23	2657	8.70
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Mississippi"	"28"	18	2624	6.86 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Missouri"	"29"	18	1594	11.37 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"New York"	"36"	27	5416	5.03
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"North Carolina"	"37"	37	3835	9.66
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Ohio"	"39"	25	3006	8.15
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Pennsylvania"	"42"	18	2675	6.75 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"South Carolina"	"45"	25	2555	9.79
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Tennessee"	"47"	15	2259	6.66 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Texas"	"48"	33	5963	5.47
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Virginia"	"51"	27	3117	8.69
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Alabama"	"01"	13	2561	5.08 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"California"	"06"	24	4080	5.85
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Florida"	"12"	42	6831	6.16
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Georgia"	"13"	36	6216	5.87
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Illinois"	"17"	38	3636	10.34
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Indiana"	"18"	11	1321	8.33 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Louisiana"	"22"	16	3273	4.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Maryland"	"24"	32	3325	9.70
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Michigan"	"26"	23	2650	8.72
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Mississippi"	"28"	10	2453	4.09 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Missouri"	"29"	17	1621	10.58 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"New York"	"36"	36	5212	6.93
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"North Carolina"	"37"	30	3839	7.83
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Ohio"	"39"	19	3002	6.42 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Pennsylvania"	"42"	26	2728	9.54
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"South Carolina"	"45"	17	2574	6.61 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Tennessee"	"47"	16	2304	6.95 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Texas"	"48"	38	5894	6.39
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Virginia"	"51"	15	2979	5.12 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Alabama"	"01"	19	2467	7.70 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"California"	"06"	24	4012	5.94
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Florida"	"12"	44	6635	6.64
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Georgia"	"13"	44	5918	7.46
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Illinois"	"17"	29	3547	8.13
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Indiana"	"18"	10	1250	8.09 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Louisiana"	"22"	23	3285	6.98
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Maryland"	"24"	26	3135	8.32
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Michigan"	"26"	24	2567	9.38
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Mississippi"	"28"	25	2319	10.78
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Missouri"	"29"	17	1537	11.16 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"New Jersey"	"34"	12	2213	5.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"New York"	"36"	38	5468	7.03
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"North Carolina"	"37"	34	3614	9.43
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Ohio"	"39"	35	3019	11.66
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Pennsylvania"	"42"	15	2618	5.77 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Tennessee"	"47"	31	2211	14.02
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Texas"	"48"	28	5785	4.92
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Virginia"	"51"	17	3038	5.61 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Wisconsin"	"55"	11	893	12.32 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Alabama"	"01"	18	2408	7.48 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"California"	"06"	14	3882	3.72 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Florida"	"12"	43	6554	6.57
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Georgia"	"13"	23	5768	4.07
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Illinois"	"17"	27	3316	8.27
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Louisiana"	"22"	19	3170	6.15 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Maryland"	"24"	19	3174	5.99 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Michigan"	"26"	20	2556	7.91
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Mississippi"	"28"	16	2142	7.47 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Missouri"	"29"	12	1483	8.24 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"New Jersey"	"34"	21	2095	10.17
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"New York"	"36"	16	5152	3.11 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"North Carolina"	"37"	22	3493	6.31
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Ohio"	"39"	20	2805	7.22
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Pennsylvania"	"42"	17	2581	6.61 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"South Carolina"	"45"	23	2313	9.96
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Tennessee"	"47"	17	2023	8.40 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Texas"	"48"	26	5766	4.58
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Virginia"	"51"	27	3047	8.89
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Alabama"	"01"	20	2334	8.57
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"California"	"06"	22	3825	5.72
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Florida"	"12"	48	6557	7.33
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Georgia"	"13"	30	5579	5.42
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Illinois"	"17"	21	3360	6.30
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Louisiana"	"22"	21	3179	6.55
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Maryland"	"24"	22	3103	7.09
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Michigan"	"26"	23	2481	9.27
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Mississippi"	"28"	20	2163	9.25
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"New York"	"36"	25	5087	4.95
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"North Carolina"	"37"	37	3664	10.13
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Ohio"	"39"	27	2958	8.96
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Pennsylvania"	"42"	22	2715	8.10
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"South Carolina"	"45"	14	2248	6.28 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Tennessee"	"47"	19	2128	8.93 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Texas"	"48"	31	5616	5.50
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Virginia"	"51"	16	3001	5.33 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Alabama"	"01"	25	2328	10.76
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"California"	"06"	10	3902	2.63 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Florida"	"12"	38	6709	5.68
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Georgia"	"13"	25	5553	4.58
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Illinois"	"17"	30	3397	8.86
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Louisiana"	"22"	20	3256	6.04 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Maryland"	"24"	15	3081	4.88 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Michigan"	"26"	11	2518	4.37 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Mississippi"	"28"	13	2044	6.37 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"New York"	"36"	27	5085	5.33
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"North Carolina"	"37"	34	3582	9.49
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Ohio"	"39"	20	2914	6.99
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Pennsylvania"	"42"	19	2720	7.07 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"South Carolina"	"45"	19	2327	8.19 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Tennessee"	"47"	11	2132	5.18 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Texas"	"48"	37	5809	6.38
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2012"	"2012"	"Virginia"	"51"	23	2943	7.85
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Alabama"	"01"	22	2440	9.02
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"California"	"06"	29	3966	7.24
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Florida"	"12"	48	6797	7.06
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Georgia"	"13"	20	5856	3.43
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Illinois"	"17"	24	3327	7.22
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Louisiana"	"22"	19	3313	5.87 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Maryland"	"24"	16	3117	5.14 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2013"	"2013"	"Michigan"	"26"	15	2642	5.68 (Unreliable)
