"Notes"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	"ICD-10 130 Cause List (Infants)"	"ICD-10 130 Cause List (Infants) Code"	"Age of Mother"	"Age of Mother Code"	"Year of Death"	"Year of Death Code"	"State"	"State Code"	Deaths	Births	Death Rate
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"California"	"06"	11	3196	3.46 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Florida"	"12"	27	6458	4.18
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Georgia"	"13"	35	6281	5.61
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Illinois"	"17"	15	3895	3.85 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Louisiana"	"22"	24	3835	6.30
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Maryland"	"24"	17	2515	6.78 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Michigan"	"26"	21	3531	5.95
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Mississippi"	"28"	19	2757	6.89 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"New York"	"36"	15	3410	4.43 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"North Carolina"	"37"	29	4196	6.91
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Ohio"	"39"	28	3677	7.64
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Pennsylvania"	"42"	13	2818	4.61 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"South Carolina"	"45"	20	2676	7.47
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Texas"	"48"	24	6467	3.70
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2016"	"2016"	"Virginia"	"51"	11	2805	3.96 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Alabama"	"01"	16	2967	5.39 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"California"	"06"	13	2934	4.54 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Florida"	"12"	39	6219	6.29
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Georgia"	"13"	34	6123	5.57
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Illinois"	"17"	15	3810	3.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Louisiana"	"22"	11	3674	2.99 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Michigan"	"26"	28	3364	8.34
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Mississippi"	"28"	14	2816	4.97 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"North Carolina"	"37"	25	4026	6.21
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Ohio"	"39"	21	3556	5.91
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Pennsylvania"	"42"	16	2646	6.05 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Tennessee"	"47"	15	2585	5.80 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Texas"	"48"	24	6140	3.98
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2017"	"2017"	"Virginia"	"51"	13	2717	4.83 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Alabama"	"01"	14	2690	5.21 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"California"	"06"	10	2772	3.68 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Florida"	"12"	17	5613	3.03 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Georgia"	"13"	21	5743	3.66
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Illinois"	"17"	29	3506	8.27
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Indiana"	"18"	10	1630	6.24 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Louisiana"	"22"	15	3391	4.42 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Maryland"	"24"	10	1993	5.04 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Michigan"	"26"	12	3049	3.95 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Mississippi"	"28"	18	2607	6.90 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"North Carolina"	"37"	16	3913	4.09 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Ohio"	"39"	15	3383	4.45 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Pennsylvania"	"42"	13	2388	5.46 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"South Carolina"	"45"	13	2347	5.54 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Tennessee"	"47"	12	2557	4.70 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Texas"	"48"	21	5960	3.53
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2018"	"2018"	"Virginia"	"51"	15	2541	5.90 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Alabama"	"01"	14	2692	5.20 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"California"	"06"	11	2516	4.41 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Florida"	"12"	32	5410	5.91
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Georgia"	"13"	29	5566	5.22
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Illinois"	"17"	13	3154	4.13 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Louisiana"	"22"	19	3269	5.81 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Michigan"	"26"	14	3023	4.67 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Mississippi"	"28"	10	2544	3.93 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"North Carolina"	"37"	19	3741	5.08 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Ohio"	"39"	13	3302	3.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"South Carolina"	"45"	13	2307	5.64 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Tennessee"	"47"	13	2451	5.32 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Texas"	"48"	19	5728	3.31 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"20-24 years"	"20-24"	"2019"	"2019"	"Virginia"	"51"	13	2358	5.52 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Alabama"	"01"	24	2477	9.69
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"California"	"06"	22	3942	5.65
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Florida"	"12"	32	6519	4.91
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Georgia"	"13"	47	6262	7.57
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Illinois"	"17"	29	3748	7.85
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Indiana"	"18"	10	1291	7.81 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Louisiana"	"22"	17	3153	5.25 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Maryland"	"24"	22	3291	6.69
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Michigan"	"26"	28	2617	10.75
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Mississippi"	"28"	16	2483	6.44 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Missouri"	"29"	15	1519	9.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"New Jersey"	"34"	11	2186	5.10 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"New York"	"36"	28	5475	5.21
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"North Carolina"	"37"	24	3651	6.58
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Ohio"	"39"	19	2937	6.61 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Pennsylvania"	"42"	18	2600	6.95 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"South Carolina"	"45"	16	2590	6.18 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Tennessee"	"47"	15	2177	6.91 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Texas"	"48"	31	5817	5.36
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2007"	"2007"	"Virginia"	"51"	20	3007	6.68
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Alabama"	"01"	22	2522	8.73
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"California"	"06"	20	4023	4.89 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Florida"	"12"	34	6492	5.24
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Georgia"	"13"	40	6089	6.51
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Illinois"	"17"	23	3612	6.47
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Louisiana"	"22"	18	3104	5.88 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Maryland"	"24"	20	3271	6.16
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Michigan"	"26"	25	2556	9.83
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Mississippi"	"28"	19	2510	7.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"New Jersey"	"34"	16	2120	7.68 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"New York"	"36"	33	5135	6.44
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"North Carolina"	"37"	28	3723	7.53
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Ohio"	"39"	26	2981	8.86
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Pennsylvania"	"42"	15	2504	6.00 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"South Carolina"	"45"	15	2577	5.82 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Texas"	"48"	30	5603	5.39
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2008"	"2008"	"Virginia"	"51"	26	2994	8.76
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Alabama"	"01"	11	2307	4.77 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"California"	"06"	13	3905	3.45 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Florida"	"12"	31	6580	4.72
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Georgia"	"13"	32	5826	5.51
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Illinois"	"17"	29	3452	8.33
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Indiana"	"18"	11	1279	8.70 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Louisiana"	"22"	15	3169	4.59 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Maryland"	"24"	20	3150	6.37
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Michigan"	"26"	19	2492	7.65 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Mississippi"	"28"	17	2318	7.33 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"New Jersey"	"34"	15	2132	7.23 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"New York"	"36"	24	5216	4.64
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"North Carolina"	"37"	30	3600	8.36
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Ohio"	"39"	24	2838	8.38
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Pennsylvania"	"42"	21	2606	8.12
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"South Carolina"	"45"	14	2446	5.73 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Tennessee"	"47"	13	2080	6.25 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Texas"	"48"	28	5815	4.76
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2009"	"2009"	"Virginia"	"51"	20	2900	6.91
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Alabama"	"01"	18	2337	7.71 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"California"	"06"	14	3756	3.83 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Florida"	"12"	25	6236	4.01
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Georgia"	"13"	24	5427	4.33
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Illinois"	"17"	21	3166	6.74
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Louisiana"	"22"	16	3088	5.34 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Maryland"	"24"	20	3038	6.59
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Michigan"	"26"	18	2420	7.49 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Mississippi"	"28"	13	2136	6.09 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"New Jersey"	"34"	11	1988	5.62 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"New York"	"36"	20	4907	4.08
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"North Carolina"	"37"	25	3495	7.17
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Ohio"	"39"	15	2793	5.45 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"South Carolina"	"45"	10	2346	4.26 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Tennessee"	"47"	11	1973	5.58 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Texas"	"48"	29	5394	5.45
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2010"	"2010"	"Virginia"	"51"	11	2849	3.88 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"California"	"06"	25	3697	6.74
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Florida"	"12"	33	6340	5.21
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Georgia"	"13"	20	5401	3.73
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Illinois"	"17"	26	3075	8.52
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Maryland"	"24"	24	3043	7.89
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Michigan"	"26"	13	2450	5.31 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"New York"	"36"	24	5042	4.78
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"North Carolina"	"37"	25	3391	7.40
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"25-29 years"	"25-29"	"2011"	"2011"	"Ohio"	"39"	18	2756	6.66 (Unreliable)
